periodo,producto,familia,unidad_venta,unidades,piezas,ingresos,ventas_brutas,renglones,extras,peticiones,ingreso_por_unidad
2026-01,Bocoles Surtidos,Bocol,PIEZA,4.00,25.00,500.00,500.00,4,0,0,125.00
2024-11,Orden de Guisado de Carne,Guarnicion,ORDEN,7.00,,854.00,854.00,7,0,0,122.00
2025-04,Café con Leche,Bebida,ORDEN,967.00,,33883.00,33883.00,86,0,0,35.04
2026-07,Enchiladas Rojas,Enchilada,ORDEN,68.00,,12161.00,12161.00,60,38,18,178.84
2023-08,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,10.00,,504.00,626.00,4,0,2,50.40
2025-04,Gorditas de Azúcar,Gordita,PIEZA,48.00,48.00,1824.00,1824.00,22,0,0,38.00
2026-05,Huevos a la Mexicana,Huevos,ORDEN,57.00,,6912.00,6912.00,24,0,0,121.26
2026-08,Refresco 355 ml.,Bebida,ORDEN,139.00,,4865.00,4865.00,49,0,0,35.00
2025-12,Huevo Revuelto 2 pzas.,Huevos,ORDEN,4.00,,140.00,140.00,3,0,0,35.00
2026-06,Pieza de Pan Dulce,Guarnicion,ORDEN,100.00,,2800.00,2800.00,24,0,0,28.00
2026-02,Huevo Estrellado 2 pzas.,Huevos,ORDEN,19.00,,665.00,665.00,15,0,0,35.00
2024-05,Huevos a la Mexicana,Huevos,ORDEN,45.00,,3810.00,3810.00,24,0,0,84.67
2023-08,Entomatadas,Entomatada,ORDEN,23.00,,3272.00,3272.00,19,12,5,142.26
2024-02,Horchata Vaso,Bebida,ORDEN,105.00,,3253.45,3255.00,25,0,0,30.99
2026-04,Gorditas,Gordita,PIEZA,6029.00,6029.00,116761.00,116951.00,661,13,18,19.37
2025-02,Huevos Rancheros,Huevos,ORDEN,30.00,,3466.00,3466.00,14,0,0,115.53
2025-02,Pieza Tortilla de Maíz,Guarnicion,ORDEN,8.00,,40.00,40.00,4,0,0,5.00
2025-02,Gorditas de Azúcar,Gordita,PIEZA,40.00,40.00,1448.00,1448.00,19,0,0,36.20
2024-09,Plátano Frito,Otros,ORDEN,41.00,,1394.00,1394.00,31,0,0,34.00
2024-04,1/2 Enfrijoladas,Enfrijolada,ORDEN,16.00,,1256.00,1256.00,16,6,8,78.50
2024-03,Ciel 600 ml.,Bebida,ORDEN,56.00,,1568.00,1568.00,23,0,0,28.00
2024-10,Huevo Revuelto 2 pzas.,Huevos,ORDEN,3.00,,96.00,96.00,3,0,0,32.00
2025-07,Entomatadas,Entomatada,ORDEN,64.00,,12095.00,12095.00,52,37,11,188.98
2025-05,Entomatadas,Entomatada,ORDEN,71.00,,12847.00,12847.00,57,38,15,180.94
2023-12,Limón 1 Litro,Bebida,ORDEN,48.00,,2316.15,2384.00,20,0,0,48.25
2023-10,Migada Guisado Normal,Migada,PIEZA,23.00,23.00,2266.65,2283.00,23,0,13,98.55
2025-07,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,130.00,,10951.00,10951.00,60,4,42,84.24
2025-08,Pieza Enchilada Picosa,Enchilada,ORDEN,1.00,,25.00,25.00,1,0,0,25.00
2024-10,Aguacate Extra,Otros,ORDEN,5.00,,75.00,75.00,5,0,0,15.00
2024-12,1/2 Encremadas,Encremada,ORDEN,41.00,,4345.00,4345.00,36,19,1,105.98
2026-04,Porción Ensalada,Guarnicion,ORDEN,11.00,,275.00,275.00,9,0,0,25.00
2026-01,Huevo Revuelto 2 pzas.,Huevos,ORDEN,1.00,,35.00,35.00,1,0,0,35.00
2025-11,Orden de Guisado Normal,Guarnicion,ORDEN,12.00,,1380.00,1380.00,11,0,0,115.00
2026-07,Salsa Habanera,Guarnicion,ORDEN,11.00,,100.00,100.00,9,0,0,9.09
2026-02,Té de Manzanilla,Bebida,ORDEN,7.00,,231.00,231.00,6,0,0,33.00
2024-01,Tacos Maíz Surtidos,Taco,PIEZA,1.00,3.00,51.00,51.00,1,0,0,51.00
2024-06,Empanadas (4 pzas.),Empanada,ORDEN,177.00,,18798.70,18814.00,169,43,47,106.21
2023-11,Enmoladas,Enmolada,ORDEN,31.00,,4122.50,4129.00,26,13,3,132.98
2024-06,Encremadas,Encremada,ORDEN,34.00,,4718.00,4718.00,25,15,3,138.76
2025-03,Té de Manzanilla,Bebida,ORDEN,3.00,,99.00,99.00,3,0,0,33.00
2025-02,Bistec 1 Pza.,Otros,ORDEN,3.00,,272.00,272.00,2,0,0,90.67
2026-09,Huevo Estrellado 2 pzas.,Huevos,ORDEN,3.00,,105.00,105.00,1,0,0,35.00
2024-04,Limón Vaso,Bebida,ORDEN,250.00,,7783.80,7790.00,29,0,0,31.14
2024-04,Zanahorias p/llevar,Otros,ORDEN,13.00,,2.00,2.00,10,0,0,0.15
2024-02,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,11.00,,1346.00,1346.00,11,11,0,122.36
2023-11,Quesadillas (4 pzas.),Quesadilla,ORDEN,138.00,,13669.00,13669.00,56,8,29,99.05
2024-05,Refresco 600 ml.,Bebida,ORDEN,574.00,,17392.50,17436.00,160,0,0,30.30
2023-10,1/2 Empanadas (2 pzas.),Empanada,ORDEN,45.00,,3240.70,3244.00,45,6,11,72.02
2024-07,Entomatadas,Entomatada,ORDEN,89.00,,13735.20,13748.00,74,49,25,154.33
2025-12,Gorditas de Azúcar,Gordita,PIEZA,35.00,35.00,1330.00,1330.00,21,0,0,38.00
2024-11,1/2 Enchiladas Rojas,Enchilada,ORDEN,159.00,,17165.00,17165.00,115,88,23,107.96
2025-09,Gorditas,Gordita,PIEZA,5949.00,5949.00,102633.00,102745.00,631,26,8,17.25
2025-07,Jamaica Vaso,Bebida,ORDEN,455.00,,17349.00,17349.00,30,0,0,38.13
2023-10,Té de Manzanilla,Bebida,ORDEN,3.00,,90.00,90.00,3,0,0,30.00
2024-04,Salsa Habanera,Guarnicion,ORDEN,32.00,,2.00,2.00,18,0,0,0.06
2024-11,Ciel 600 ml.,Bebida,ORDEN,49.00,,1519.00,1519.00,26,0,0,31.00
2025-12,Refresco 355 ml.,Bebida,ORDEN,83.00,,2656.00,2656.00,29,0,0,32.00
2024-03,Enchiladas Picositas,Enchilada,ORDEN,38.00,,5362.50,5382.00,30,20,5,141.12
2025-07,Bisquet,Otros,ORDEN,117.00,,3510.00,3510.00,30,0,0,30.00
2024-06,Pieza Huevo Estrellado Tierno,Huevos,ORDEN,15.00,,225.00,225.00,11,0,0,15.00
2026-09,Pieza Extra Quesadilla,Quesadilla,ORDEN,5.00,,175.00,175.00,3,0,0,35.00
2024-07,Enchiladas Rojas,Enchilada,ORDEN,119.00,,17993.50,18000.00,92,74,16,151.21
2025-03,Café Negro,Bebida,ORDEN,284.00,,9966.00,9966.00,39,0,0,35.09
2025-04,Salsa Habanera,Guarnicion,ORDEN,20.00,,15.00,15.00,13,0,0,0.75
2026-02,Besitos de Nuez,Postre,ORDEN,3.00,,87.00,87.00,3,0,0,29.00
2024-04,Empanadas (4 pzas.),Empanada,ORDEN,117.00,,12710.70,12726.00,113,23,36,108.64
2025-06,Entomatadas,Entomatada,ORDEN,59.00,,10994.00,10994.00,45,28,11,186.34
2025-04,Gorditas Surtidas,Gordita,PIEZA,17.00,87.00,1479.00,1479.00,16,0,0,87.00
2025-12,Gorditas Surtidas,Gordita,PIEZA,10.00,55.00,935.00,935.00,9,0,0,93.50
2025-03,1/2 Encremadas,Encremada,ORDEN,37.00,,4811.00,4811.00,29,19,1,130.03
2026-06,Pieza Enmolada,Enmolada,ORDEN,3.00,,90.00,90.00,3,0,0,30.00
2026-01,Limón Vaso,Bebida,ORDEN,417.00,,15969.00,15969.00,30,0,0,38.29
2026-04,Salsa Verde,Guarnicion,ORDEN,7.00,,0.00,0.00,5,0,0,0.00
2026-05,Huevos con Deshebrada,Huevos,ORDEN,66.00,,9074.00,9074.00,27,0,0,137.48
2025-11,Jamaica 1 Litro,Bebida,ORDEN,22.00,,1332.00,1332.00,14,0,0,60.55
2025-02,Bisquet,Otros,ORDEN,167.00,,4465.00,4465.00,33,0,0,26.74
2023-08,Gorditas Surtidas,Gordita,PIEZA,9.00,83.00,1245.00,1245.00,2,0,0,138.33
2024-01,1/2 Encremadas,Encremada,ORDEN,28.00,,3286.00,3286.00,25,18,0,117.36
2024-08,1/2 Entomatadas,Entomatada,ORDEN,181.00,,19670.00,19670.00,132,97,35,108.67
2025-05,Tacos Harina Surtidos,Taco,PIEZA,1.00,5.00,100.00,100.00,1,0,0,100.00
2025-12,Aguacate Extra,Otros,ORDEN,7.00,,105.00,105.00,5,0,0,15.00
2024-06,Plátano Frito,Otros,ORDEN,27.00,,810.00,810.00,22,0,0,30.00
2024-02,1/2 Entomatadas,Entomatada,ORDEN,115.00,,10818.70,10888.00,89,61,32,94.08
2026-05,Salsa Verde,Guarnicion,ORDEN,6.00,,0.00,0.00,5,0,0,0.00
2026-03,Té de Manzanilla,Bebida,ORDEN,4.00,,132.00,132.00,4,0,0,33.00
2024-01,Huevos a la Mexicana,Huevos,ORDEN,25.00,,2075.00,2075.00,15,0,0,83.00
2025-05,1/2 Entomatadas,Entomatada,ORDEN,92.00,,11744.00,11744.00,76,53,23,127.65
2026-03,Limón 1 Litro,Bebida,ORDEN,26.00,,1804.00,1804.00,14,0,0,69.38
2025-09,Bocoles Surtidos,Bocol,PIEZA,1.00,4.00,80.00,80.00,1,0,0,80.00
2023-10,Huevos Rancheros,Huevos,ORDEN,6.00,,570.00,570.00,6,0,0,95.00
2025-10,Migada Guisado de Carne,Migada,PIEZA,265.00,265.00,37838.00,37838.00,245,0,170,142.78
2025-02,1/2 Empanadas (2 pzas.),Empanada,ORDEN,55.00,,4607.00,4607.00,54,8,22,83.76
2024-02,PROMO 6 surtidas,Otros,ORDEN,35.00,,2940.00,2940.00,11,0,0,84.00
2025-01,Pieza Huevo Estrellado Ciego,Huevos,ORDEN,3.00,,54.00,54.00,3,0,0,18.00
2024-12,Refresco 600 ml.,Bebida,ORDEN,506.00,,17356.00,17356.00,159,0,0,34.30
2024-06,Tacos de Maiz,Taco,PIEZA,1174.00,1174.00,20370.00,20370.00,373,8,4,17.35
2023-12,Empanadas (4 pzas.),Empanada,ORDEN,113.00,,11862.90,11868.00,101,16,15,104.98
2024-09,Aguacate Extra,Otros,ORDEN,5.00,,75.00,75.00,5,0,0,15.00
2024-09,Pieza Extra Empanada,Empanada,ORDEN,4.00,,124.00,124.00,4,0,0,31.00
2024-06,1/2 Enchiladas Picositas,Enchilada,ORDEN,37.00,,3968.00,3982.00,35,30,4,107.24
2025-07,Bocoles Surtidos,Bocol,PIEZA,5.00,21.00,420.00,420.00,5,0,0,84.00
2024-01,Gorditas Surtidas,Gordita,PIEZA,28.00,140.00,2100.00,2100.00,19,0,0,75.00
2023-12,Bisquet,Otros,ORDEN,62.00,,1548.75,1550.00,22,0,0,24.98
2026-03,PROMO 6 surtidas,Otros,ORDEN,37.00,,3996.00,3996.00,9,0,0,108.00
2024-02,Limón Vaso,Bebida,ORDEN,252.00,,7819.45,7852.00,29,0,0,31.03
2024-08,Gorditas Surtidas,Gordita,PIEZA,19.00,92.00,1472.00,1472.00,17,0,0,77.47
2025-10,Huevos Rancheros,Huevos,ORDEN,32.00,,3689.00,3689.00,19,0,0,115.28
2026-05,1/2 Enmoladas,Enmolada,ORDEN,40.00,,4870.00,4870.00,37,18,3,121.75
2026-05,Pieza de Pan,Guarnicion,ORDEN,142.00,,3976.00,3976.00,28,0,0,28.00
2024-06,Fuze Tea,Bebida,ORDEN,5.00,,163.35,165.00,5,0,0,32.67
2024-01,Limón Vaso,Bebida,ORDEN,199.00,,6150.80,6219.00,28,0,0,30.91
2025-09,Orden de Guisado de Carne,Guarnicion,ORDEN,10.00,,1300.00,1300.00,8,0,0,130.00
2024-08,Orden Huevos Estrellados,Huevos,ORDEN,11.00,,1100.00,1100.00,10,0,0,100.00
2026-07,Aguacate Extra,Otros,ORDEN,13.00,,195.00,195.00,8,0,0,15.00
2025-02,1/2 Enchiladas Rojas,Enchilada,ORDEN,164.00,,17990.00,17990.00,113,82,43,109.70
2023-10,Enchiladas Rojas,Enchilada,ORDEN,103.00,,13793.90,13799.00,80,65,18,133.92
2025-05,Huevos a la Mexicana,Huevos,ORDEN,51.00,,5865.00,5865.00,25,0,0,115.00
2025-08,Pieza Tortilla de Maíz,Guarnicion,ORDEN,5.00,,25.00,25.00,2,0,0,5.00
2023-11,Orden Huevos Revueltos,Huevos,ORDEN,2.00,,166.00,166.00,2,0,0,83.00
2025-02,Huevo Revuelto 2 pzas.,Huevos,ORDEN,2.00,,64.00,64.00,2,0,0,32.00
2024-08,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,118.00,,8966.00,8966.00,66,6,44,75.98
2026-08,Bocoles,Bocol,PIEZA,2321.00,2321.00,51827.00,51827.00,569,28,48,22.33
2025-11,Tacos Harina Surtidos,Taco,PIEZA,2.00,20.00,400.00,400.00,1,0,0,200.00
2024-02,Orden de Guisado Normal,Guarnicion,ORDEN,11.00,,1045.00,1045.00,11,0,0,95.00
2025-12,Tacos de Harina,Taco,PIEZA,1094.00,1094.00,21866.00,21866.00,346,10,2,19.99
2026-05,Porción Ensalada,Guarnicion,ORDEN,20.00,,500.00,500.00,14,0,0,25.00
2025-01,Encremadas,Encremada,ORDEN,26.00,,4575.00,4575.00,24,17,0,175.96
2025-11,Empanadas (4 pzas.),Empanada,ORDEN,137.00,,19916.00,19916.00,131,31,34,145.37
2024-11,Porción Frijol con Queso,Guarnicion,ORDEN,6.00,,30.00,30.00,5,0,0,5.00
2025-08,Gorditas,Gordita,PIEZA,6706.00,6706.00,115627.00,116179.00,688,31,16,17.24
2025-02,Pieza de Pan,Guarnicion,ORDEN,131.00,,2981.00,2981.00,25,0,0,22.76
2024-06,Pieza Huevo Estrellado Ciego,Huevos,ORDEN,1.00,,15.00,15.00,1,0,0,15.00
2025-12,1/2 Enchiladas Picositas,Enchilada,ORDEN,38.00,,4755.00,4755.00,36,27,6,125.13
2025-12,Encremadas,Encremada,ORDEN,30.00,,5040.00,5040.00,26,15,0,168.00
2026-07,Pieza Tortilla de Maíz,Guarnicion,ORDEN,11.00,,55.00,55.00,7,0,0,5.00
2026-06,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,45.00,,7223.00,7223.00,45,28,13,160.51
2025-06,Pieza de Pan,Guarnicion,ORDEN,120.00,,3000.00,3000.00,28,0,0,25.00
2024-11,Plátano Frito,Otros,ORDEN,25.00,,850.00,850.00,22,0,0,34.00
2025-11,Salsa Habanera,Guarnicion,ORDEN,7.00,,3.00,3.00,7,0,0,0.43
2023-11,Bocoles Surtidos,Bocol,PIEZA,7.00,42.00,714.00,714.00,7,0,0,102.00
2026-02,Pieza Extra Empanada,Empanada,ORDEN,8.00,,309.00,309.00,8,1,0,38.63
2026-07,Pieza Huevo Estrellado Medio,Huevos,ORDEN,18.00,,360.00,360.00,11,0,0,20.00
2026-04,1/2 Enchiladas Picositas,Enchilada,ORDEN,33.00,,4252.00,4252.00,30,24,5,128.85
2026-04,Refresco 600 ml.,Bebida,ORDEN,503.00,,19680.00,19797.00,144,0,0,39.13
2026-04,Enfrijoladas,Enfrijolada,ORDEN,11.00,,2172.00,2172.00,11,9,7,197.45
2024-10,Huevos Rancheros,Huevos,ORDEN,28.00,,3292.00,3292.00,19,0,0,117.57
2025-03,Tacos de Maiz,Taco,PIEZA,990.00,990.00,20107.00,20107.00,325,5,2,20.31
2026-04,Orden de Guisado Normal,Guarnicion,ORDEN,16.00,,1920.00,1920.00,12,0,0,120.00
2023-08,Jugo Naranja Vaso,Bebida,ORDEN,1.00,,39.00,39.00,1,0,0,39.00
2025-12,Enchiladas Mixtas,Enchilada,ORDEN,45.00,,8175.00,8175.00,44,30,6,181.67
2024-12,1/2 Entomatadas,Entomatada,ORDEN,138.00,,15513.00,15513.00,99,69,36,112.41
2025-03,Quesadillas (4 pzas.),Quesadilla,ORDEN,151.00,,20505.00,20505.00,63,6,55,135.79
2024-12,Pieza Huevo Estrellado Tierno,Huevos,ORDEN,7.00,,126.00,126.00,7,0,0,18.00
2024-08,PROMO 6 surtidas,Otros,ORDEN,59.00,,5310.00,5310.00,10,0,0,90.00
2025-03,1/2 Entomatadas,Entomatada,ORDEN,106.00,,14051.00,14051.00,85,66,21,132.56
2025-09,Porción Frijol con Queso,Guarnicion,ORDEN,13.00,,65.00,65.00,11,0,0,5.00
2024-02,Huevos a la Mexicana,Huevos,ORDEN,29.00,,2407.00,2407.00,18,0,0,83.00
2025-02,Pieza Huevo Estrellado Tierno,Huevos,ORDEN,6.00,,112.00,112.00,4,0,0,18.67
2025-07,Enchiladas Picositas,Enchilada,ORDEN,30.00,,5472.00,5472.00,27,19,5,182.40
2023-10,1/2 Encremadas,Encremada,ORDEN,20.00,,1827.70,1831.00,16,7,0,91.39
2025-03,Huevos Rancheros,Huevos,ORDEN,23.00,,2663.00,2663.00,17,0,0,115.78
2024-06,1/2 Enfrijoladas,Enfrijolada,ORDEN,27.00,,2236.00,2243.00,23,15,8,82.81
2026-03,Huevo Estrellado 2 pzas.,Huevos,ORDEN,15.00,,525.00,525.00,14,0,0,35.00
2025-05,Zanahorias p/llevar,Otros,ORDEN,47.00,,41.00,41.00,18,0,0,0.87
2025-09,Bocoles,Bocol,PIEZA,2064.00,2064.00,41633.00,41828.00,507,22,12,20.17
2024-02,Café Negro,Bebida,ORDEN,197.00,,5910.00,5910.00,28,0,0,30.00
2024-02,Fuze Tea,Bebida,ORDEN,1.00,,33.00,33.00,1,0,0,33.00
2024-07,Gorditas,Gordita,PIEZA,6208.00,6208.00,97628.20,98203.20,684,24,22,15.73
2024-07,Fuze Tea,Bebida,ORDEN,1.00,,37.00,37.00,1,0,0,37.00
2025-03,Huevo Estrellado 2 pzas.,Huevos,ORDEN,1.00,,35.00,35.00,1,0,0,35.00
2026-04,Refresco 355 ml.,Bebida,ORDEN,104.00,,3640.00,3640.00,42,0,0,35.00
2025-08,Tacos de Harina,Taco,PIEZA,957.00,957.00,19454.00,19678.00,323,14,2,20.33
2024-03,Horchata Vaso,Bebida,ORDEN,141.00,,4396.35,4401.00,27,0,0,31.18
2026-05,Enchiladas Picositas,Enchilada,ORDEN,24.00,,4943.00,4943.00,23,20,4,205.96
2024-06,Orden Huevos Revueltos,Huevos,ORDEN,6.00,,498.00,498.00,3,0,0,83.00
2024-10,1/2 Enfrijoladas,Enfrijolada,ORDEN,22.00,,2270.00,2270.00,20,13,3,103.18
2024-08,Migada Guisado de Carne,Migada,PIEZA,280.00,280.00,35106.00,35106.00,256,2,90,125.38
2025-04,Pieza Extra Empanada,Empanada,ORDEN,3.00,,105.00,105.00,3,0,0,35.00
2025-05,Orden de Guisado de Carne,Guarnicion,ORDEN,6.00,,780.00,780.00,6,0,0,130.00
2025-03,Orden Huevos Revueltos,Huevos,ORDEN,4.00,,460.00,460.00,4,0,0,115.00
2026-05,Huevo Estrellado 2 pzas.,Huevos,ORDEN,24.00,,840.00,840.00,14,0,0,35.00
2025-11,Encremadas,Encremada,ORDEN,20.00,,3418.00,3418.00,18,9,1,170.90
2024-01,Bocoles Surtidos,Bocol,PIEZA,1.00,10.00,170.00,170.00,1,0,0,170.00
2026-07,Pieza Encremada,Encremada,ORDEN,3.00,,192.00,192.00,3,1,0,64.00
2025-08,Pieza Entomatada,Entomatada,ORDEN,1.00,,25.00,25.00,1,0,0,25.00
2023-11,Tacos de Harina,Taco,PIEZA,729.00,729.00,12753.35,12779.00,284,4,0,17.49
2024-02,Empanadas (4 pzas.),Empanada,ORDEN,107.00,,11419.00,11419.00,101,22,20,106.72
2025-09,Salsa Verde,Guarnicion,ORDEN,11.00,,5.00,5.00,9,0,0,0.45
2025-07,Pieza de Pan,Guarnicion,ORDEN,183.00,,4575.00,4575.00,29,0,0,25.00
2025-10,Porción Leche,Guarnicion,ORDEN,1.00,,15.00,15.00,1,0,0,15.00
2026-07,1/2 Empanadas (2 pzas.),Empanada,ORDEN,118.00,,11193.00,11193.00,111,13,32,94.86
2026-04,Quesadillas (4 pzas.),Quesadilla,ORDEN,133.00,,18893.00,19066.00,53,4,34,142.05
2024-05,Jugo Naranja 1 Litro,Bebida,ORDEN,19.00,,1494.00,1502.00,13,0,0,78.63
2025-03,Salsa Roja,Guarnicion,ORDEN,36.00,,31.00,31.00,17,0,0,0.86
2024-09,Enchiladas Mixtas,Enchilada,ORDEN,34.00,,6208.00,6208.00,34,27,3,182.59
2023-09,Jamaica Vaso,Bebida,ORDEN,294.00,,9152.45,9154.00,30,0,0,31.13
2025-06,Aguacate Extra,Otros,ORDEN,3.00,,45.00,45.00,3,0,0,15.00
2025-05,Encremadas,Encremada,ORDEN,36.00,,6698.00,6698.00,30,19,5,186.06
2025-05,Pieza Huevo Estrellado Medio,Huevos,ORDEN,11.00,,220.00,220.00,8,0,0,20.00
2024-02,1/2 Enchiladas Rojas,Enchilada,ORDEN,132.00,,12564.00,12564.00,98,75,29,95.18
2026-08,Limón 1 Litro,Bebida,ORDEN,23.00,,1483.00,1483.00,14,0,0,64.48
2025-12,Café con Leche,Bebida,ORDEN,1275.00,,44673.00,44673.00,90,0,0,35.04
2026-06,Bistec 1 Pza.,Otros,ORDEN,7.00,,714.00,714.00,5,0,0,102.00
2026-04,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,147.00,,12924.00,13096.00,75,10,55,87.92
2024-05,Pieza Encremada,Encremada,ORDEN,2.00,,68.00,68.00,2,1,0,34.00
2026-08,Tacos de Maiz,Taco,PIEZA,1144.00,1144.00,25500.00,25500.00,398,17,12,22.29
2023-12,Bistec 1 Pza.,Otros,ORDEN,1.00,,74.00,74.00,1,0,0,74.00
2026-01,Horchata Vaso,Bebida,ORDEN,133.00,,5219.00,5219.00,28,0,0,39.24
2025-01,Zanahorias p/llevar,Otros,ORDEN,71.00,,52.00,52.00,23,0,0,0.73
2025-05,1/2 Enchiladas Rojas,Enchilada,ORDEN,137.00,,17125.00,17125.00,99,72,28,125.00
2023-12,Ciel 600 ml.,Bebida,ORDEN,63.00,,1764.00,1764.00,25,0,0,28.00
2025-05,Refresco 600 ml.,Bebida,ORDEN,475.00,,17294.00,17294.00,164,0,0,36.41
2025-01,Enmoladas,Enmolada,ORDEN,26.00,,4050.00,4050.00,23,12,7,155.77
2026-01,Pieza Huevo Estrellado Ciego,Huevos,ORDEN,2.00,,40.00,40.00,1,0,0,20.00
2024-10,Pieza Huevo Estrellado Ciego,Huevos,ORDEN,2.00,,36.00,36.00,2,0,0,18.00
2026-03,Enchiladas Mixtas,Enchilada,ORDEN,36.00,,7488.00,7488.00,35,31,10,208.00
2024-05,Enchiladas Picositas,Enchilada,ORDEN,33.00,,4904.00,4904.00,30,22,10,148.61
2026-09,Pieza Huevo Estrellado Tierno,Huevos,ORDEN,3.00,,60.00,60.00,2,0,0,20.00
2026-05,Migada Guisado Normal,Migada,PIEZA,27.00,27.00,3711.00,3711.00,27,0,11,137.44
2025-06,Tacos Maíz Surtidos,Taco,PIEZA,3.00,18.00,360.00,360.00,3,0,0,120.00
2024-11,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,12.00,,216.00,216.00,10,0,0,18.00
2025-04,Horchata Vaso,Bebida,ORDEN,181.00,,7132.00,7132.00,30,0,0,39.40
2026-09,1/2 Enfrijoladas,Enfrijolada,ORDEN,5.00,,548.00,548.00,4,2,0,109.60
2024-01,Enchiladas Picositas,Enchilada,ORDEN,39.00,,5824.00,5824.00,37,30,2,149.33
2025-04,Enchiladas Mixtas,Enchilada,ORDEN,35.00,,6285.00,6285.00,33,21,2,179.57
2026-07,Café con Leche,Bebida,ORDEN,1063.00,,44698.00,44698.00,88,0,0,42.05
2024-08,Ciel 600 ml.,Bebida,ORDEN,40.00,,1240.00,1240.00,21,0,0,31.00
2024-11,Horchata Vaso,Bebida,ORDEN,178.00,,6360.00,6360.00,30,0,0,35.73
2025-10,Tacos de Maiz,Taco,PIEZA,919.00,919.00,18526.00,18646.00,340,5,1,20.16
2026-08,Orden de Guisado de Carne,Guarnicion,ORDEN,10.00,,1350.00,1350.00,10,11,0,135.00
2026-09,Migada Guisado Normal,Migada,PIEZA,5.00,5.00,665.00,665.00,5,0,8,133.00
2026-07,1/2 Encremadas,Encremada,ORDEN,41.00,,5408.00,5408.00,33,19,0,131.90
2024-10,Bocoles,Bocol,PIEZA,2187.00,2187.00,39499.00,39499.00,554,21,38,18.06
2024-04,Jamaica 1 Litro,Bebida,ORDEN,46.00,,2196.00,2196.00,20,0,0,47.74
2024-05,Plátano Frito,Otros,ORDEN,31.00,,930.00,930.00,25,0,0,30.00
2025-04,Bistec 1 Pza.,Otros,ORDEN,4.00,,408.00,408.00,3,0,0,102.00
2024-03,Plátano Frito,Otros,ORDEN,31.00,,927.00,930.00,24,0,0,29.90
2024-02,Enchiladas Rojas,Enchilada,ORDEN,103.00,,14045.50,14052.00,82,59,18,136.36
2026-06,Té de Manzanilla,Bebida,ORDEN,3.00,,99.00,99.00,3,0,0,33.00
2023-10,Jugo Naranja 1 Litro,Bebida,ORDEN,17.00,,1003.00,1003.00,10,0,0,59.00
2026-02,Refresco 600 ml.,Bebida,ORDEN,381.00,,15027.00,15027.00,126,0,0,39.44
2023-12,Migada Guisado de Carne,Migada,PIEZA,321.00,321.00,33508.50,33624.00,279,1,90,104.39
2024-03,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,124.00,,7986.00,7986.00,59,5,40,64.40
2024-03,Refresco 600 ml.,Bebida,ORDEN,387.00,,11716.50,11763.00,148,0,0,30.28
2025-04,Limón Vaso,Bebida,ORDEN,483.00,,18382.00,18382.00,30,0,0,38.06
2023-11,Enchiladas Mixtas,Enchilada,ORDEN,24.00,,3178.00,3178.00,24,14,2,132.42
2025-06,Gorditas Surtidas,Gordita,PIEZA,26.00,137.00,2329.00,2329.00,16,0,0,89.58
2026-07,Huevo Revuelto 2 pzas.,Huevos,ORDEN,6.00,,210.00,210.00,5,0,0,35.00
2023-10,Gorditas Surtidas,Gordita,PIEZA,28.00,140.00,2100.00,2100.00,24,0,0,75.00
2025-01,Tacos de Maiz,Taco,PIEZA,1108.00,1108.00,20240.00,20240.00,359,18,1,18.27
2023-09,Quesadillas (4 pzas.),Quesadilla,ORDEN,116.00,,11779.00,11779.00,58,12,31,101.54
2025-03,Jugo Naranja Vaso,Bebida,ORDEN,3.00,,240.00,240.00,1,0,0,80.00
2026-08,Pieza Huevo Estrellado Medio,Huevos,ORDEN,15.00,,300.00,300.00,14,0,0,20.00
2024-02,Jamaica 1 Litro,Bebida,ORDEN,42.00,,1939.58,2170.00,19,0,0,46.18
2025-08,Orden Huevos Revueltos,Huevos,ORDEN,7.00,,805.00,805.00,5,0,0,115.00
2025-04,Quesadillas (4 pzas.),Quesadilla,ORDEN,167.00,,22166.00,22336.00,66,2,59,132.73
2024-09,Horchata Vaso,Bebida,ORDEN,177.00,,6221.00,6221.00,29,0,0,35.15
2026-08,Topo Chico 600 ml.,Bebida,ORDEN,26.00,,1014.00,1014.00,19,0,0,39.00
2025-08,Zanahorias p/llevar,Otros,ORDEN,30.00,,24.00,24.00,18,0,0,0.80
2026-02,Pieza Enchilada Roja,Enchilada,ORDEN,1.00,,30.00,30.00,1,0,0,30.00
2025-07,Enmoladas,Enmolada,ORDEN,21.00,,3582.00,3582.00,19,12,4,170.57
2025-05,1/2 Encremadas,Encremada,ORDEN,42.00,,5427.00,5427.00,36,24,3,129.21
2026-05,Pieza Tortilla de Harina,Guarnicion,ORDEN,12.00,,60.00,60.00,6,0,0,5.00
2025-01,Porción Leche,Guarnicion,ORDEN,1.00,,15.00,15.00,1,0,0,15.00
